;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Education_Level;Age;Total_Campaigns_Accepted;Average_Spend;Spent;Is_Parent;total_spending;avg_web_visits;online_purchase_ratio
2006;Graduation;Married;63684.0;0;1;61;575;80;428;208;93;80;3;8;4;8;5;0;0;0;0;0;0;0;High;53;0;488.0;2039;1;1464;0.4166666666666667;0.4
2007;Graduation;Divorced;41638.0;0;1;68;315;0;31;4;0;91;4;5;5;3;8;1;0;0;0;0;0;0;High;59;1;110.25;756;1;441;0.6666666666666666;0.38461538461538464
2008;PhD;Divorced;68805.0;0;1;73;182;2;49;17;13;20;1;3;1;7;2;0;0;0;0;0;0;0;High;64;0;283.0;465;1;283;0.16666666666666666;0.2727272727272727
2009;PhD;Together;65814.0;0;1;90;561;14;113;10;14;35;3;8;2;10;5;0;0;0;0;0;0;0;High;57;0;249.0;1308;1;747;0.4166666666666667;0.4
2010;Graduation;Divorced;71964.0;0;0;81;587;51;932;180;34;86;1;5;6;5;3;0;0;0;0;0;0;0;High;65;0;1870.0;2457;0;1870;0.25;0.3125
2011;Graduation;Single;39146.0;1;0;1;94;1;33;13;12;12;3;4;0;4;8;0;0;0;0;0;0;0;High;37;0;55.0;259;1;165;0.6666666666666666;0.5
2012;Graduation;Together;96876.0;0;0;79;908;43;735;40;194;21;1;7;7;9;2;0;1;1;1;0;0;1;High;46;3;1941.0;2849;0;1941;0.16666666666666666;0.30434782608695654
2013;Basic;Married;34445.0;0;0;92;228;122;122;208;129;30;6;11;2;8;9;0;0;0;0;0;0;0;Middle;42;0;139.83333333333334;1067;0;839;0.75;0.5238095238095238
2014;Graduation;Single;68281.0;0;0;31;995;112;417;42;48;41;1;2;9;13;5;0;0;0;0;0;0;1;High;65;0;1655.0;2650;0;1655;0.4166666666666667;0.08333333333333333
2015;2n Cycle;Married;37284.0;1;1;46;11;1;2;2;1;6;1;0;0;3;6;0;0;0;0;0;0;0;Low;48;0;23.0;34;1;23;0.5;0.0
2016;Graduation;Married;36790.0;0;0;14;3;3;14;15;21;10;1;2;1;2;9;0;0;0;0;0;0;1;High;40;0;66.0;69;0;66;0.75;0.4
2017;Graduation;Together;27943.0;1;1;89;12;1;16;4;1;3;3;2;0;3;8;0;0;0;0;0;0;0;High;56;0;12.333333333333334;49;1;37;0.6666666666666666;0.4
2018;Graduation;Divorced;22263.0;1;1;31;17;0;2;0;0;2;2;1;0;3;6;0;0;0;0;0;1;0;High;72;0;10.5;38;1;21;0.5;0.25
2019;Graduation;Together;30261.0;1;2;75;8;0;5;0;3;6;1;0;0;3;8;0;0;0;0;0;0;0;High;51;0;22.0;30;1;22;0.6666666666666666;0.0
2020;Graduation;Together;28587.0;1;0;42;22;4;17;12;10;13;3;2;0;4;6;0;0;0;0;0;0;0;High;45;0;26.0;100;1;78;0.5;0.3333333333333333
2021;Master;Married;43815.0;1;0;53;14;10;29;4;7;15;1;2;0;3;6;0;0;0;0;0;0;0;High;41;0;79.0;93;1;79;0.5;0.4
2022;Graduation;Married;48195.0;1;1;53;106;27;68;52;7;5;6;4;2;5;6;0;0;0;0;0;0;0;High;67;0;44.166666666666664;371;1;265;0.5;0.36363636363636365
2023;Master;Married;77027.0;0;1;23;820;57;242;45;0;11;2;8;3;6;4;0;0;0;0;0;0;0;High;71;0;587.5;1995;1;1175;0.3333333333333333;0.47058823529411764
2024;PhD;Married;71322.0;0;1;57;753;43;226;69;10;204;2;8;5;13;4;0;0;0;0;0;0;0;High;58;0;652.5;2058;1;1305;0.3333333333333333;0.3076923076923077
2025;Master;Married;32765.0;1;0;49;13;3;17;7;3;3;2;2;0;4;5;0;0;0;0;0;0;0;High;44;0;23.0;59;1;46;0.4166666666666667;0.3333333333333333
2026;Graduation;Together;29672.0;1;1;6;9;1;3;0;4;8;1;0;0;3;6;0;0;0;0;0;0;0;High;58;0;25.0;34;1;25;0.5;0.0
2027;Graduation;Divorced;23272.0;0;0;29;19;3;6;4;2;12;1;1;0;3;4;0;0;0;0;0;0;0;High;70;0;46.0;65;0;46;0.3333333333333333;0.25
2028;Master;Together;49912.0;0;1;5;520;8;223;32;49;42;4;10;5;7;8;1;0;0;0;0;0;1;High;74;1;218.5;1394;1;874;0.6666666666666666;0.45454545454545453
2029;2n Cycle;Together;7500.0;1;0;98;5;17;17;13;14;34;4;2;1;3;9;0;0;0;0;0;0;0;Low;38;0;25.0;105;1;100;0.75;0.3333333333333333
2030;PhD;Widow;68117.0;0;1;80;618;44;215;0;17;36;2;11;8;4;6;1;0;0;0;0;0;1;High;76;1;465.0;1548;1;930;0.5;0.4782608695652174
2031;Graduation;Married;67225.0;0;1;4;315;35;322;46;7;143;3;7;2;11;5;0;0;0;0;0;0;0;High;68;0;289.3333333333333;1183;1;868;0.4166666666666667;0.35
2032;Graduation;Married;17649.0;1;0;70;15;1;23;0;5;1;3;3;0;3;8;0;0;0;0;0;0;0;High;47;0;15.0;60;1;45;0.6666666666666666;0.5
2033;Graduation;Together;55914.0;0;1;32;384;60;364;119;101;232;4;11;6;8;7;0;0;0;0;0;0;0;High;48;0;315.0;1644;1;1260;0.5833333333333334;0.44
2034;Graduation;Married;40059.0;1;0;82;110;29;92;28;10;145;1;6;2;3;8;1;0;0;0;0;0;0;High;39;1;414.0;524;1;414;0.6666666666666666;0.5454545454545454
2035;Graduation;Together;60905.0;0;1;27;208;17;76;36;17;38;2;3;3;7;2;0;0;0;0;0;0;0;High;73;0;196.0;600;1;392;0.16666666666666666;0.23076923076923078
2036;Graduation;Married;75330.0;1;1;94;555;82;257;93;61;61;4;10;3;12;6;0;0;0;0;0;0;0;High;46;0;277.25;1664;1;1109;0.5;0.4
2037;Graduation;Single;60689.0;0;1;23;240;90;216;63;6;24;4;4;4;10;3;0;0;0;0;0;0;0;High;72;0;159.75;879;1;639;0.25;0.2222222222222222
2038;Graduation;Married;38680.0;1;0;97;11;0;36;15;5;12;1;2;0;3;7;0;0;0;0;0;0;0;High;39;0;79.0;90;1;79;0.5833333333333334;0.4
2039;Graduation;Together;61416.0;0;0;25;848;154;323;201;61;78;1;10;3;10;6;1;0;0;0;0;0;0;High;41;1;1665.0;2513;0;1665;0.5;0.43478260869565216
2040;Graduation;Single;49767.0;0;0;92;202;47;197;55;42;149;1;5;4;8;4;0;0;0;0;0;0;0;High;32;0;692.0;894;0;692;0.3333333333333333;0.29411764705882354
2041;Graduation;Single;83273.0;1;2;98;433;89;650;16;102;102;10;4;6;9;7;0;0;0;0;0;0;0;High;53;0;139.2;1825;1;1392;0.5833333333333334;0.21052631578947367
2042;Graduation;Married;29009.0;1;0;19;6;6;15;10;5;2;2;2;0;3;6;0;0;0;0;0;0;0;High;42;0;22.0;50;1;44;0.5;0.4
2043;Master;Married;45057.0;1;0;80;37;0;7;3;0;3;1;2;0;3;5;0;0;0;0;0;0;0;High;44;0;50.0;87;1;50;0.4166666666666667;0.4
2044;Graduation;Married;37150.0;1;0;80;167;37;64;49;34;116;8;4;3;6;7;0;0;0;0;0;0;0;High;52;0;58.375;634;1;467;0.5833333333333334;0.3076923076923077
2045;Graduation;Single;43020.0;1;0;79;45;7;99;4;25;43;3;4;1;4;6;0;0;0;0;0;0;0;High;53;0;74.33333333333333;268;1;223;0.5;0.4444444444444444
2046;Graduation;Married;53154.0;0;1;50;129;0;21;0;1;7;1;3;1;4;4;0;0;0;0;0;0;0;High;64;0;158.0;287;1;158;0.3333333333333333;0.375
2047;Graduation;Married;65308.0;0;0;60;713;0;264;120;80;34;1;7;8;12;4;0;0;1;1;0;0;0;High;50;2;1211.0;1924;0;1211;0.3333333333333333;0.25925925925925924
2048;Graduation;Single;76467.0;1;0;44;676;161;426;210;44;58;2;2;5;5;6;0;0;0;0;0;0;1;High;53;0;787.5;2251;1;1575;0.5;0.16666666666666666
2049;2n Cycle;Married;81044.0;0;0;0;450;26;535;73;98;26;1;5;6;10;1;0;0;0;0;0;0;0;Low;76;0;1208.0;1658;0;1208;0.08333333333333333;0.23809523809523808
2050;Graduation;Married;32871.0;1;1;28;22;2;12;0;2;5;1;1;0;3;4;0;0;0;0;0;0;0;High;72;0;43.0;65;1;43;0.3333333333333333;0.25
2051;Graduation;Single;55801.0;1;1;35;367;4;51;6;4;95;6;7;2;6;7;0;0;0;1;0;0;0;High;48;1;87.83333333333333;894;1;527;0.5833333333333334;0.4666666666666667
2052;Graduation;Widow;76320.0;0;1;49;526;35;214;69;53;35;2;6;3;4;2;0;0;0;0;0;0;0;High;64;0;466.0;1458;1;932;0.16666666666666666;0.46153846153846156
2053;Master;Single;36927.0;1;1;46;51;0;16;0;0;4;2;3;0;3;8;0;0;0;0;0;0;0;High;68;0;35.5;122;1;71;0.6666666666666666;0.5
2054;Graduation;Together;48794.0;1;1;97;25;0;11;3;0;15;1;1;0;3;4;0;0;0;0;0;0;0;High;70;0;54.0;79;1;54;0.3333333333333333;0.25
2055;Graduation;Single;23478.0;0;0;51;28;6;27;12;17;39;1;3;0;3;8;0;0;0;0;0;0;0;High;58;0;129.0;157;0;129;0.6666666666666666;0.5
2056;Graduation;Divorced;71128.0;1;0;80;958;159;447;20;0;31;3;2;10;12;7;0;0;0;0;0;0;0;High;50;0;538.3333333333334;2573;1;1615;0.5833333333333334;0.08333333333333333
2057;PhD;Divorced;70179.0;0;1;10;532;88;168;69;44;133;3;7;3;13;5;0;0;0;0;0;0;0;High;47;0;344.6666666666667;1566;1;1034;0.4166666666666667;0.30434782608695654
2058;Graduation;Married;59462.0;0;1;29;724;17;143;0;8;196;2;9;2;12;7;0;0;0;0;0;0;0;High;73;0;544.0;1812;1;1088;0.5833333333333334;0.391304347826087
2060;Graduation;Together;38361.0;1;0;74;39;0;56;20;8;14;3;3;1;3;7;0;0;0;0;0;0;0;High;54;0;45.666666666666664;176;1;137;0.5833333333333334;0.42857142857142855
2062;PhD;Together;70038.0;0;0;54;587;54;348;71;54;130;1;4;4;8;2;0;0;0;0;0;0;0;High;41;0;1244.0;1831;0;1244;0.16666666666666666;0.25
2063;Graduation;Together;42554.0;1;1;93;29;1;11;0;0;0;2;2;0;3;4;0;0;0;0;0;0;0;High;45;0;20.5;70;1;41;0.3333333333333333;0.4
2064;Graduation;Married;67445.0;0;1;63;757;80;217;29;80;11;5;9;6;12;6;0;0;0;0;0;0;0;High;49;0;234.8;1931;1;1174;0.5;0.3333333333333333
2065;Graduation;Widow;67046.0;0;1;92;544;35;133;23;151;107;2;4;5;4;2;0;0;0;0;0;0;0;High;72;0;496.5;1537;1;993;0.16666666666666666;0.3076923076923077
2066;Graduation;Married;42192.0;0;0;40;40;15;15;17;6;7;1;2;1;3;4;0;0;0;0;0;0;0;High;75;0;100.0;140;0;100;0.3333333333333333;0.3333333333333333
2067;PhD;Married;77610.0;0;1;70;1245;33;332;21;33;16;2;4;7;4;7;0;0;0;0;0;0;0;High;71;0;840.0;2925;1;1680;0.5833333333333334;0.26666666666666666
2068;Graduation;Married;31761.0;1;0;96;19;1;20;16;14;28;2;3;0;4;5;0;0;0;0;0;0;0;High;39;0;49.0;117;1;98;0.4166666666666667;0.42857142857142855
2069;Graduation;Together;34350.0;1;0;81;16;3;15;2;1;11;1;1;0;3;7;0;0;0;0;0;0;0;High;44;0;48.0;64;1;48;0.5833333333333334;0.25
2070;Graduation;Together;54591.0;0;1;63;376;4;94;12;9;24;3;6;2;8;5;0;0;0;0;0;0;0;High;74;0;173.0;895;1;519;0.4166666666666667;0.375
2071;Graduation;Married;71866.0;0;1;85;184;178;178;103;39;33;1;6;3;10;3;0;0;0;0;0;0;0;High;67;0;715.0;899;1;715;0.25;0.3157894736842105
2072;Graduation;Married;25293.0;1;0;51;15;0;11;0;2;9;1;1;1;2;8;0;0;0;0;0;0;0;High;54;0;37.0;52;1;37;0.6666666666666666;0.25
2073;PhD;Single;42000.0;0;0;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;0;1;High;36;0;326.5;777;0;653;0.4166666666666667;0.2777777777777778
2074;Graduation;Married;69520.0;0;0;95;627;120;414;121;80;93;1;9;6;5;5;0;0;0;0;0;0;0;High;40;0;1455.0;2082;0;1455;0.4166666666666667;0.45
2075;Graduation;Divorced;64713.0;1;0;11;180;60;241;13;54;54;2;5;5;7;4;0;0;0;0;0;0;1;High;53;0;301.0;782;1;602;0.3333333333333333;0.29411764705882354
2076;Master;Married;27889.0;1;0;42;14;0;4;0;0;8;1;1;1;2;6;0;0;0;0;0;0;0;High;46;0;26.0;40;1;26;0.5;0.25
2077;Basic;Widow;22123.0;0;0;77;3;3;24;34;7;31;1;2;1;3;5;0;0;0;0;0;0;0;Middle;63;0;102.0;105;0;102;0.4166666666666667;0.3333333333333333
2080;Graduation;Married;27803.0;1;0;40;8;26;46;38;9;49;2;3;0;4;8;0;0;0;0;0;0;0;High;50;0;88.0;184;1;176;0.6666666666666666;0.42857142857142855
2082;Graduation;Married;51651.0;0;1;32;293;6;23;13;6;92;4;6;2;5;8;0;0;0;0;0;0;0;High;63;0;108.25;726;1;433;0.6666666666666666;0.46153846153846156
2083;Graduation;Married;68487.0;0;0;48;758;12;385;33;89;89;1;9;7;13;4;0;0;0;0;0;0;0;High;35;0;1366.0;2124;0;1366;0.3333333333333333;0.3103448275862069
2085;Graduation;Married;56796.0;0;1;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;0;High;54;0;333.6666666666667;1657;1;1001;0.5833333333333334;0.3333333333333333
2086;2n Cycle;Married;87000.0;0;0;61;196;25;607;67;17;49;1;4;6;7;2;0;0;0;0;0;0;0;Low;31;0;961.0;1157;0;961;0.16666666666666666;0.23529411764705882
2087;Graduation;Married;79823.0;0;1;6;835;73;380;114;73;43;1;6;9;7;2;0;1;0;0;0;0;0;High;64;1;1518.0;2353;1;1518;0.16666666666666666;0.2727272727272727
2088;Graduation;Single;30828.0;1;0;16;16;11;15;2;0;12;2;1;1;4;3;0;0;0;0;0;0;0;High;43;0;28.0;72;1;56;0.25;0.16666666666666666
2089;Master;Married;34109.0;0;1;39;9;1;5;2;1;4;1;0;0;3;4;0;0;0;0;0;0;0;High;52;0;22.0;31;1;22;0.3333333333333333;0.0
2090;Master;Divorced;53367.0;1;1;2;229;7;140;10;3;11;7;5;1;8;7;0;0;0;0;0;0;1;High;49;0;57.142857142857146;629;1;400;0.5833333333333334;0.35714285714285715
2091;Basic;Together;22390.0;0;0;49;0;1;4;15;1;5;1;1;0;2;7;0;0;0;0;0;0;0;Middle;54;0;26.0;26;0;26;0.5833333333333334;0.3333333333333333
2092;Graduation;Together;71322.0;0;1;31;121;24;124;24;15;42;1;4;1;7;2;0;0;0;0;0;0;0;High;47;0;350.0;471;1;350;0.16666666666666666;0.3333333333333333
2093;Graduation;Absurd;79244.0;0;0;58;471;102;125;212;61;245;1;4;10;7;1;0;0;1;1;0;0;1;High;30;2;1216.0;1687;0;1216;0.08333333333333333;0.19047619047619047
2094;Master;Together;49912.0;0;1;5;520;8;223;32;49;42;4;10;5;7;8;1;0;0;0;0;0;1;High;74;1;218.5;1394;1;874;0.6666666666666666;0.45454545454545453
2095;PhD;Married;48699.0;1;1;90;26;1;10;2;0;1;1;1;0;3;5;0;0;0;0;0;0;0;High;73;0;40.0;66;1;40;0.4166666666666667;0.25
2096;Graduation;Together;80144.0;0;0;47;240;132;445;250;192;108;1;3;7;8;1;0;0;0;0;0;0;0;High;48;0;1367.0;1607;0;1367;0.08333333333333333;0.16666666666666666
2097;Graduation;Single;54252.0;1;1;25;178;4;26;8;4;44;5;4;1;5;6;0;0;0;0;0;0;0;High;67;0;52.8;442;1;264;0.5;0.4
2098;Master;Married;81929.0;1;0;60;1486;55;278;49;0;185;2;4;4;10;6;1;0;1;0;0;0;1;High;47;2;1026.5;3539;1;2053;0.5;0.2222222222222222
2099;Graduation;Married;76068.0;0;1;67;1115;12;128;33;12;76;1;2;3;4;6;0;1;0;0;1;0;0;High;48;2;1376.0;2491;1;1376;0.5;0.2222222222222222
2100;Master;Married;53204.0;1;1;40;29;0;8;2;0;6;1;1;0;3;4;0;0;0;0;0;0;0;High;47;0;45.0;74;1;45;0.3333333333333333;0.25
2101;PhD;Together;67911.0;0;1;63;529;0;356;63;28;0;3;6;7;11;3;0;0;0;0;0;0;0;High;74;0;325.3333333333333;1505;1;976;0.25;0.25
2102;2n Cycle;Married;14796.0;1;0;1;13;3;8;7;4;16;2;1;0;3;9;0;0;0;0;0;0;1;Low;39;0;25.5;64;1;51;0.75;0.25
2103;PhD;Married;78128.0;0;1;89;934;24;230;16;24;36;2;8;4;6;3;0;1;1;0;0;0;0;High;49;2;632.0;2198;1;1264;0.25;0.4444444444444444
2104;Basic;Married;14188.0;0;0;40;2;7;11;16;12;27;1;2;0;4;6;0;0;0;0;0;0;0;Middle;51;0;75.0;77;0;75;0.5;0.3333333333333333
2105;Basic;Married;20425.0;1;0;5;4;12;5;3;16;17;2;2;0;3;7;0;0;0;0;0;0;0;Middle;37;0;28.5;61;1;57;0.5833333333333334;0.4
2106;Master;Married;58646.0;0;1;3;62;1;44;6;5;22;1;2;1;4;4;0;0;0;0;0;0;0;High;61;0;140.0;202;1;140;0.3333333333333333;0.2857142857142857
2107;Graduation;Divorced;72967.0;0;1;1;158;35;179;0;0;125;2;7;2;8;5;1;0;0;0;0;0;1;High;53;1;248.5;655;1;497;0.4166666666666667;0.4117647058823529
2108;Master;Married;48150.0;0;1;24;173;2;39;3;2;47;3;5;1;4;7;0;0;0;0;0;0;0;High;74;0;88.66666666666667;439;1;266;0.5833333333333334;0.5
2109;Graduation;Single;82332.0;0;0;89;830;59;968;51;79;19;1;5;3;12;2;0;0;1;0;0;0;1;High;62;1;2006.0;2836;0;2006;0.16666666666666666;0.25
2110;Graduation;Widow;58275.0;1;1;48;189;10;253;56;43;64;6;8;2;7;7;0;0;0;0;0;0;0;High;68;0;102.5;804;1;615;0.5833333333333334;0.47058823529411764
2111;PhD;Together;44953.0;0;0;31;728;17;133;11;8;124;1;7;3;13;6;1;0;0;0;0;0;0;High;42;1;1021.0;1749;0;1021;0.5;0.30434782608695654
2112;Graduation;Together;34587.0;1;1;68;7;2;9;2;0;2;2;1;0;3;4;0;0;0;0;0;0;0;High;70;0;11.0;29;1;22;0.3333333333333333;0.25
2113;Master;Together;43018.0;0;1;46;35;4;17;7;6;64;1;2;2;2;5;0;0;0;0;0;0;0;High;49;0;133.0;168;1;133;0.4166666666666667;0.3333333333333333
2114;Master;Married;45736.0;0;1;92;188;3;180;20;3;43;5;7;1;6;7;0;0;0;0;0;0;0;High;69;0;87.4;625;1;437;0.5833333333333334;0.5
2115;Master;Together;66476.0;0;1;80;742;28;152;25;9;57;2;6;8;10;4;0;0;0;0;0;0;0;High;54;0;506.5;1755;1;1013;0.3333333333333333;0.25
2116;2n Cycle;Married;27733.0;1;0;16;0;7;5;26;2;17;2;2;0;3;7;0;0;0;0;0;0;0;Low;42;0;28.5;57;1;57;0.5833333333333334;0.4
2117;PhD;Together;69805.0;0;1;50;750;71;174;13;10;20;2;6;8;11;2;0;0;0;0;0;0;0;High;71;0;519.0;1788;1;1038;0.16666666666666666;0.24
2118;Master;Single;72217.0;0;0;93;816;42;450;55;56;154;1;3;10;8;2;0;0;0;0;0;0;0;High;61;0;1573.0;2389;0;1573;0.16666666666666666;0.14285714285714285
2119;Graduation;Divorced;25818.0;1;0;51;5;2;8;2;2;9;1;0;1;2;7;0;0;0;0;0;0;0;High;52;0;28.0;33;1;28;0.5833333333333334;0.0
2120;Master;Together;37509.0;1;0;24;37;5;56;12;8;5;2;3;0;4;7;0;0;0;0;0;0;0;High;47;0;61.5;160;1;123;0.5833333333333334;0.42857142857142855
2121;2n Cycle;Together;25176.0;1;1;79;4;0;4;0;0;5;1;1;0;2;7;0;0;0;0;0;0;0;Low;47;0;13.0;17;1;13;0.5833333333333334;0.3333333333333333
2122;Graduation;Married;43586.0;0;1;26;99;2;11;4;0;16;3;3;0;4;8;0;0;0;0;0;0;0;High;43;0;44.0;231;1;132;0.6666666666666666;0.42857142857142855
2123;2n Cycle;Married;53230.0;0;1;86;176;72;98;136;21;229;4;5;2;12;5;0;0;0;0;0;0;0;Low;67;0;183.0;908;1;732;0.4166666666666667;0.2631578947368421
2124;Graduation;Together;50116.0;1;1;68;54;0;10;0;0;2;2;1;0;4;5;0;1;0;0;0;0;0;High;66;1;33.0;120;1;66;0.4166666666666667;0.2
2125;Graduation;Together;84906.0;0;0;98;997;15;414;99;30;76;1;5;6;12;2;0;1;1;0;1;0;0;High;51;3;1631.0;2628;0;1631;0.16666666666666666;0.21739130434782608
2126;Graduation;Married;61286.0;0;1;34;356;0;107;19;9;117;2;7;1;8;5;0;0;0;0;0;0;0;High;57;0;304.0;964;1;608;0.4166666666666667;0.4375
2127;PhD;Married;82333.0;0;0;60;1311;0;359;46;89;17;1;4;3;10;2;0;0;1;0;0;0;1;High;37;1;1822.0;3133;0;1822;0.16666666666666666;0.23529411764705882
2128;PhD;Together;65220.0;0;0;3;890;63;292;0;25;12;4;8;4;7;6;0;0;0;0;0;0;1;High;58;0;320.5;2172;0;1282;0.5;0.42105263157894735
2129;Graduation;Together;33590.0;2;1;65;4;0;2;0;0;2;1;1;0;2;7;0;0;0;0;0;0;0;High;49;0;8.0;12;1;8;0.5833333333333334;0.3333333333333333
2130;Graduation;Divorced;30992.0;1;0;83;17;0;14;7;3;2;1;1;0;3;7;0;0;0;0;0;0;0;High;47;0;43.0;60;1;43;0.5833333333333334;0.25
2131;Master;Single;72309.0;0;0;64;960;0;883;50;38;0;1;5;6;8;3;0;0;0;1;0;0;1;High;47;1;1931.0;2891;0;1931;0.25;0.2631578947368421
2133;Basic;Married;16005.0;1;0;69;1;3;2;20;30;47;3;2;1;2;8;0;0;0;0;0;0;0;Middle;43;0;34.333333333333336;104;1;103;0.6666666666666666;0.4
2134;Master;Absurd;65487.0;0;0;48;240;67;500;199;0;163;3;3;5;6;2;0;0;0;0;0;0;0;High;66;0;389.6666666666667;1409;0;1169;0.16666666666666666;0.21428571428571427
2135;Graduation;Married;58692.0;0;1;21;301;11;61;4;7;11;1;8;2;4;7;0;0;0;0;0;0;0;High;58;0;395.0;696;1;395;0.5833333333333334;0.5714285714285714
2136;Graduation;Widow;40590.0;1;1;30;154;0;50;6;11;37;5;3;4;3;6;1;0;0;0;0;0;0;High;54;1;51.6;412;1;258;0.5;0.3
2137;Graduation;Single;20587.0;1;0;39;2;3;6;4;1;9;1;1;1;2;7;0;0;0;0;0;0;0;High;53;0;25.0;27;1;25;0.5833333333333334;0.25
2138;Master;Divorced;62637.0;0;1;76;104;12;48;4;12;5;1;2;2;5;2;0;0;0;0;0;0;0;High;69;0;185.0;289;1;185;0.16666666666666666;0.2222222222222222
2139;Master;Divorced;29435.0;1;1;11;70;3;37;4;2;64;4;3;2;2;9;0;0;0;0;0;0;1;High;57;0;45.0;250;1;180;0.75;0.42857142857142855
2140;Graduation;Divorced;19346.0;1;0;26;2;0;9;3;6;2;1;1;0;3;8;0;0;0;0;0;0;0;High;49;0;22.0;24;1;22;0.6666666666666666;0.25
2141;Graduation;Married;35788.0;1;1;34;23;2;11;3;1;4;2;2;0;3;6;0;0;0;0;0;0;0;High;52;0;22.0;67;1;44;0.5;0.4
2142;Graduation;Divorced;36997.0;1;1;72;43;4;12;8;0;27;5;2;1;4;5;0;0;0;0;0;0;0;High;55;0;18.8;137;1;94;0.4166666666666667;0.2857142857142857
2143;Graduation;Married;23539.0;0;0;13;4;24;11;16;1;25;1;2;0;4;6;0;0;0;0;0;0;0;High;66;0;81.0;85;0;81;0.5;0.3333333333333333
2144;Graduation;Single;65333.0;0;1;58;654;7;92;0;15;30;7;9;4;8;6;0;1;1;0;0;0;0;High;50;2;114.0;1452;1;798;0.5;0.42857142857142855
2145;Graduation;Single;78499.0;0;0;12;912;72;170;47;36;97;1;11;3;4;4;0;0;1;0;0;0;1;High;66;1;1334.0;2246;0;1334;0.3333333333333333;0.6111111111111112
2146;PhD;Together;29732.0;1;0;23;25;0;8;0;1;4;1;2;0;2;9;0;0;0;0;0;0;0;High;52;0;38.0;63;1;38;0.75;0.5
2147;Master;Together;41275.0;1;2;33;24;4;22;0;2;9;4;3;1;3;5;0;0;0;0;0;0;0;High;63;0;15.25;85;1;61;0.4166666666666667;0.42857142857142855
2148;PhD;Together;63516.0;1;1;30;141;11;114;15;14;5;4;4;1;7;5;0;0;0;0;0;0;0;High;50;0;75.0;441;1;300;0.4166666666666667;0.3333333333333333
2149;PhD;Married;42769.0;0;1;15;71;0;13;3;1;0;2;1;1;4;4;0;0;0;0;0;0;0;High;61;0;44.0;159;1;88;0.3333333333333333;0.16666666666666666
2150;Master;Married;49572.0;1;1;25;35;1;16;0;1;1;2;2;0;3;7;0;0;0;0;0;0;0;High;65;0;27.0;89;1;54;0.5833333333333334;0.4
2151;Graduation;Married;69209.0;0;0;4;496;32;849;229;48;128;2;5;3;6;4;0;0;0;1;0;0;0;High;51;1;891.0;2278;0;1782;0.3333333333333333;0.35714285714285715
2152;Graduation;Married;17148.0;1;0;80;9;9;11;13;10;16;4;3;1;3;8;0;0;0;0;0;0;0;High;47;0;17.0;77;1;68;0.6666666666666666;0.42857142857142855
2153;Graduation;Widow;40590.0;1;1;30;154;0;50;6;11;37;5;3;4;3;6;1;0;0;0;0;0;0;High;54;1;51.6;412;1;258;0.5;0.3
2154;Master;Together;30560.0;1;0;6;9;1;5;4;5;7;1;1;0;3;7;0;0;0;0;0;0;0;High;47;0;31.0;40;1;31;0.5833333333333334;0.25
2155;2n Cycle;Married;32146.0;1;0;16;26;3;23;4;7;3;2;2;0;4;6;0;0;0;0;0;0;0;Low;40;0;33.0;92;1;66;0.5;0.3333333333333333
2156;2n Cycle;Divorced;41713.0;1;1;57;77;8;44;10;10;25;5;3;1;4;6;0;0;0;0;0;0;0;Low;59;0;34.8;251;1;174;0.5;0.375
2157;Master;Together;34176.0;0;1;9;11;2;7;4;2;2;1;1;0;3;3;0;0;0;0;0;0;0;High;48;0;28.0;39;1;28;0.25;0.25
2158;PhD;Married;58482.0;0;1;59;576;7;115;19;7;7;2;7;4;9;6;0;1;0;0;0;0;0;High;68;1;365.5;1307;1;731;0.5;0.35
2159;Graduation;Single;59686.0;0;1;78;89;15;89;34;42;5;1;4;1;6;4;0;0;0;0;0;0;0;High;58;0;274.0;363;1;274;0.3333333333333333;0.36363636363636365
2160;PhD;Married;60896.0;0;1;90;1013;30;399;60;46;153;3;9;10;4;6;0;0;0;0;0;0;1;High;59;0;567.0;2714;1;1701;0.5;0.391304347826087
2161;Graduation;Together;62994.0;1;0;74;224;12;48;4;12;12;1;6;2;4;6;0;0;0;0;0;0;0;High;43;0;312.0;536;1;312;0.5;0.5
2162;Graduation;Together;47320.0;0;1;10;200;19;111;50;15;19;6;5;1;8;6;0;0;0;0;0;0;0;High;66;0;69.0;614;1;414;0.5;0.35714285714285715
2163;2n Cycle;Widow;74859.0;0;0;63;570;73;614;133;102;73;1;6;5;11;3;0;0;0;1;0;0;0;Low;74;1;1565.0;2135;0;1565;0.25;0.2727272727272727
2164;Basic;Single;15253.0;1;0;13;1;3;3;8;1;13;2;1;0;3;7;0;0;0;0;0;0;0;Middle;31;0;14.5;30;1;29;0.5833333333333334;0.25
2165;PhD;Single;31560.0;1;0;98;62;1;20;4;0;7;2;2;1;3;8;0;0;0;0;0;0;0;High;49;0;47.0;156;1;94;0.6666666666666666;0.3333333333333333
